City1,Lat1,Long1,City2,Lat2,Long2,Year,Passenger_Trips,Seats
Guiyang,26.5385,106.801,Kuala Lumpur,2.74558,101.71,2024,2,137970
Guiyang,26.5385,106.801,Kuala Lumpur,2.74558,101.71,2025,2,137970
Kuala Lumpur,2.74558,101.71,Guiyang,26.5385,106.801,2024,2,137970
Kuala Lumpur,2.74558,101.71,Guiyang,26.5385,106.801,2025,2,137970
Sharjah,25.3286,55.5172,Kuala Lumpur,2.74558,101.71,2023,2,156950
Sharjah,25.3286,55.5172,Kuala Lumpur,2.74558,101.71,2024,2,156950
Sharjah,25.3286,55.5172,Kuala Lumpur,2.74558,101.71,2025,2,156950
Kuala Lumpur,2.74558,101.71,Sharjah,25.3286,55.5172,2023,2,156950
Kuala Lumpur,2.74558,101.71,Sharjah,25.3286,55.5172,2024,2,156950
Kuala Lumpur,2.74558,101.71,Sharjah,25.3286,55.5172,2025,2,156950
Sharjah,25.3286,55.5172,Kuala Lumpur,2.74558,101.71,2023,2,156950
Sharjah,25.3286,55.5172,Kuala Lumpur,2.74558,101.71,2024,2,156950
Sharjah,25.3286,55.5172,Kuala Lumpur,2.74558,101.71,2025,2,156950
Kuala Lumpur,2.74558,101.71,Sharjah,25.3286,55.5172,2023,2,156950
Kuala Lumpur,2.74558,101.71,Sharjah,25.3286,55.5172,2024,2,156950
Kuala Lumpur,2.74558,101.71,Sharjah,25.3286,55.5172,2025,2,156950
Almaty,43.3521,77.0405,Kuala Lumpur,2.74558,101.71,2017,1,81395
Almaty,43.3521,77.0405,Kuala Lumpur,2.74558,101.71,2018,1,81395
Almaty,43.3521,77.0405,Kuala Lumpur,2.74558,101.71,2019,1,81395
Almaty,43.3521,77.0405,Kuala Lumpur,2.74558,101.71,2020,1,81395
Kuala Lumpur,2.74558,101.71,Almaty,43.3521,77.0405,2017,1,81395
Kuala Lumpur,2.74558,101.71,Almaty,43.3521,77.0405,2018,1,81395
Kuala Lumpur,2.74558,101.71,Almaty,43.3521,77.0405,2019,1,81395
Kuala Lumpur,2.74558,101.71,Almaty,43.3521,77.0405,2020,1,81395
Beijing,40.0725,116.598,Kuala Lumpur,2.74558,101.71,2017,3,329595
Beijing,40.0725,116.598,Kuala Lumpur,2.74558,101.71,2018,3,329595
Beijing,40.0725,116.598,Kuala Lumpur,2.74558,101.71,2019,2,219730
Beijing,40.0725,116.598,Kuala Lumpur,2.74558,101.71,2020,2,219730
Beijing,40.0725,116.598,Kuala Lumpur,2.74558,101.71,2021,1,109865
Beijing,40.0725,116.598,Kuala Lumpur,2.74558,101.71,2022,1,109865
Beijing,40.0725,116.598,Kuala Lumpur,2.74558,101.71,2023,1,109865
Beijing,40.0725,116.598,Kuala Lumpur,2.74558,101.71,2024,1,109865
Beijing,40.0725,116.598,Kuala Lumpur,2.74558,101.71,2025,1,109865
Kuala Lumpur,2.74558,101.71,Beijing,40.0725,116.598,2017,3,329595
Kuala Lumpur,2.74558,101.71,Beijing,40.0725,116.598,2018,3,329595
Kuala Lumpur,2.74558,101.71,Beijing,40.0725,116.598,2019,2,219730
Kuala Lumpur,2.74558,101.71,Beijing,40.0725,116.598,2020,2,115340
Kuala Lumpur,2.74558,101.71,Beijing,40.0725,116.598,2021,1,57670
Kuala Lumpur,2.74558,101.71,Beijing,40.0725,116.598,2022,1,57670
Kuala Lumpur,2.74558,101.71,Beijing,40.0725,116.598,2023,1,57670
Kuala Lumpur,2.74558,101.71,Beijing,40.0725,116.598,2024,1,57670
Kuala Lumpur,2.74558,101.71,Beijing,40.0725,116.598,2025,1,57670
Chengdu Tianfu,30.319,104.445,Kuala Lumpur,2.74558,101.71,2023,4,439460
Chengdu Tianfu,30.319,104.445,Kuala Lumpur,2.74558,101.71,2024,4,439460
Chengdu Tianfu,30.319,104.445,Kuala Lumpur,2.74558,101.71,2025,4,439460
Kuala Lumpur,2.74558,101.71,Chengdu Tianfu,30.319,104.445,2023,4,439460
Kuala Lumpur,2.74558,101.71,Chengdu Tianfu,30.319,104.445,2024,4,439460
Kuala Lumpur,2.74558,101.71,Chengdu Tianfu,30.319,104.445,2025,4,439460
New Delhi,28.5665,77.1031,Kuala Lumpur,2.74558,101.71,2024,6,383250
New Delhi,28.5665,77.1031,Kuala Lumpur,2.74558,101.71,2025,6,383250
Kuala Lumpur,2.74558,101.71,New Delhi,28.5665,77.1031,2024,6,383250
Kuala Lumpur,2.74558,101.71,New Delhi,28.5665,77.1031,2025,6,383250
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2021,3,205860
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2022,5,343100
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2021,3,205860
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2022,5,343100
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2021,2,137240
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2022,6,411720
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2021,2,137240
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2022,6,411720
Kuala Lumpur,2.74558,101.71,New Delhi,28.5665,77.1031,2020,7,480340
Kuala Lumpur,2.74558,101.71,New Delhi,28.5665,77.1031,2021,6,411720
New Delhi,28.5665,77.1031,Kuala Lumpur,2.74558,101.71,2020,7,480340
New Delhi,28.5665,77.1031,Kuala Lumpur,2.74558,101.71,2021,6,411720
Kuala Lumpur,2.74558,101.71,New Delhi,28.5665,77.1031,2020,7,480340
Kuala Lumpur,2.74558,101.71,New Delhi,28.5665,77.1031,2021,6,411720
New Delhi,28.5665,77.1031,Kuala Lumpur,2.74558,101.71,2020,7,480340
New Delhi,28.5665,77.1031,Kuala Lumpur,2.74558,101.71,2021,6,411720
Kuala Lumpur,2.74558,101.71,Macao,22.1496,113.592,2024,1,57670
Kuala Lumpur,2.74558,101.71,Macao,22.1496,113.592,2025,1,57670
Macao,22.1496,113.592,Kuala Lumpur,2.74558,101.71,2024,1,57670
Macao,22.1496,113.592,Kuala Lumpur,2.74558,101.71,2025,1,57670
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2017,41,3516775
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2018,42,3602550
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2019,44,3774100
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2017,41,4309920
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2018,41,4309920
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2019,47,4940640
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2017,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2018,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2019,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2020,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2023,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2024,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2025,10,657000
Singapore,1.35019,103.994,Sibu,2.2616,111.985,2022,1,65700
Singapore,1.35019,103.994,Sibu,2.2616,111.985,2023,1,65700
Singapore,1.35019,103.994,Sibu,2.2616,111.985,2024,2,131400
Singapore,1.35019,103.994,Sibu,2.2616,111.985,2025,2,131400
Sibu,2.2616,111.985,Singapore,1.35019,103.994,2022,1,65700
Sibu,2.2616,111.985,Singapore,1.35019,103.994,2023,1,65700
Sibu,2.2616,111.985,Singapore,1.35019,103.994,2024,2,131400
Sibu,2.2616,111.985,Singapore,1.35019,103.994,2025,2,131400
Kota Kinabalu,5.93721,116.051,Guangzhou,23.3924,113.299,2017,3,197100
Kota Kinabalu,5.93721,116.051,Guangzhou,23.3924,113.299,2018,4,262800
Kota Kinabalu,5.93721,116.051,Guangzhou,23.3924,113.299,2019,4,262800
Kota Kinabalu,5.93721,116.051,Guangzhou,23.3924,113.299,2020,2,131400
Kota Kinabalu,5.93721,116.051,Guangzhou,23.3924,113.299,2023,3,197100
Kota Kinabalu,5.93721,116.051,Guangzhou,23.3924,113.299,2024,3,197100
Kota Kinabalu,5.93721,116.051,Guangzhou,23.3924,113.299,2025,3,197100
Guangzhou,23.3924,113.299,Kota Kinabalu,5.93721,116.051,2017,3,197100
Guangzhou,23.3924,113.299,Kota Kinabalu,5.93721,116.051,2018,4,262800
Guangzhou,23.3924,113.299,Kota Kinabalu,5.93721,116.051,2019,4,262800
Guangzhou,23.3924,113.299,Kota Kinabalu,5.93721,116.051,2020,2,131400
Guangzhou,23.3924,113.299,Kota Kinabalu,5.93721,116.051,2023,3,197100
Guangzhou,23.3924,113.299,Kota Kinabalu,5.93721,116.051,2024,3,197100
Guangzhou,23.3924,113.299,Kota Kinabalu,5.93721,116.051,2025,3,197100
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2017,5,328500
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2018,5,328500
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2019,5,328500
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2020,5,328500
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2022,5,328500
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2023,4,262800
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2024,4,262800
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2025,4,262800
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2017,5,328500
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2018,5,688025
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2019,5,688025
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2020,5,688025
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2022,5,688025
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2023,4,550420
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2024,4,550420
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2025,4,550420
Bangalore,13.1979,77.7063,Kuala Lumpur,2.74558,101.71,2017,4,356240
Bangalore,13.1979,77.7063,Kuala Lumpur,2.74558,101.71,2018,4,356240
Bangalore,13.1979,77.7063,Kuala Lumpur,2.74558,101.71,2019,4,356240
Bangalore,13.1979,77.7063,Kuala Lumpur,2.74558,101.71,2020,4,356240
Bangalore,13.1979,77.7063,Kuala Lumpur,2.74558,101.71,2022,5,445300
Bangalore,13.1979,77.7063,Kuala Lumpur,2.74558,101.71,2023,4,356240
Bangalore,13.1979,77.7063,Kuala Lumpur,2.74558,101.71,2024,4,356240
Bangalore,13.1979,77.7063,Kuala Lumpur,2.74558,101.71,2025,4,356240
Kuala Lumpur,2.74558,101.71,Bangalore,13.1979,77.7063,2017,4,356240
Kuala Lumpur,2.74558,101.71,Bangalore,13.1979,77.7063,2018,4,356240
Kuala Lumpur,2.74558,101.71,Bangalore,13.1979,77.7063,2019,4,356240
Kuala Lumpur,2.74558,101.71,Bangalore,13.1979,77.7063,2020,4,356240
Kuala Lumpur,2.74558,101.71,Bangalore,13.1979,77.7063,2022,5,445300
Kuala Lumpur,2.74558,101.71,Bangalore,13.1979,77.7063,2023,4,356240
Kuala Lumpur,2.74558,101.71,Bangalore,13.1979,77.7063,2024,4,356240
Kuala Lumpur,2.74558,101.71,Bangalore,13.1979,77.7063,2025,4,356240
Dhaka,23.8433,90.3978,Kuala Lumpur,2.74558,101.71,2023,12,814680
Dhaka,23.8433,90.3978,Kuala Lumpur,2.74558,101.71,2024,12,814680
Kuala Lumpur,2.74558,101.71,Taoyuan,25.0777,121.233,2018,11,746790
Taoyuan,25.0777,121.233,Kuala Lumpur,2.74558,101.71,2018,11,746790
Kuala Lumpur,2.74558,101.71,Seoul,37.4633,126.44,2017,7,459900
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2017,7,459900
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2018,8,525600
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2019,9,591300
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2020,8,525600
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2022,8,525600
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2023,11,722700
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2024,9,591300
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2025,9,591300
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2017,7,459900
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2018,8,525600
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2019,9,591300
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2020,8,525600
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2022,8,525600
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2023,11,722700
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2024,9,591300
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2025,9,591300
Kuala Lumpur,2.74558,101.71,Bangkok,13.9126,100.607,2017,10,657000
Kuala Lumpur,2.74558,101.71,Bangkok,13.9126,100.607,2018,10,657000
Kuala Lumpur,2.74558,101.71,Bangkok,13.9126,100.607,2019,10,657000
Kuala Lumpur,2.74558,101.71,Bangkok,13.9126,100.607,2020,10,657000
Kuala Lumpur,2.74558,101.71,Bangkok,13.9126,100.607,2021,1,65700
Kuala Lumpur,2.74558,101.71,Bangkok,13.9126,100.607,2022,9,591300
Kuala Lumpur,2.74558,101.71,Bangkok,13.9126,100.607,2023,10,657000
Kuala Lumpur,2.74558,101.71,Bangkok,13.9126,100.607,2024,10,657000
Kuala Lumpur,2.74558,101.71,Bangkok,13.9126,100.607,2025,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2017,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2018,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2019,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2020,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2021,1,65700
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2022,9,591300
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2023,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2024,10,657000
Bangkok,13.9126,100.607,Kuala Lumpur,2.74558,101.71,2025,10,657000
Kuala Lumpur,2.74558,101.71,Dhaka,23.8433,90.3978,2023,11,746790
Kuala Lumpur,2.74558,101.71,Dhaka,23.8433,90.3978,2024,12,814680
Kuala Lumpur,2.74558,101.71,Guangzhou,23.3924,113.299,2017,8,543120
Kuala Lumpur,2.74558,101.71,Guangzhou,23.3924,113.299,2018,8,543120
Kuala Lumpur,2.74558,101.71,Guangzhou,23.3924,113.299,2019,9,611010
Kuala Lumpur,2.74558,101.71,Guangzhou,23.3924,113.299,2020,9,611010
Kuala Lumpur,2.74558,101.71,Guangzhou,23.3924,113.299,2022,10,678900
Kuala Lumpur,2.74558,101.71,Guangzhou,23.3924,113.299,2023,9,611010
Kuala Lumpur,2.74558,101.71,Guangzhou,23.3924,113.299,2024,10,678900
Kuala Lumpur,2.74558,101.71,Guangzhou,23.3924,113.299,2025,10,678900
Guangzhou,23.3924,113.299,Kuala Lumpur,2.74558,101.71,2017,8,543120
Guangzhou,23.3924,113.299,Kuala Lumpur,2.74558,101.71,2018,8,543120
Guangzhou,23.3924,113.299,Kuala Lumpur,2.74558,101.71,2019,9,611010
Guangzhou,23.3924,113.299,Kuala Lumpur,2.74558,101.71,2020,9,611010
Guangzhou,23.3924,113.299,Kuala Lumpur,2.74558,101.71,2022,10,678900
Guangzhou,23.3924,113.299,Kuala Lumpur,2.74558,101.71,2023,9,611010
Guangzhou,23.3924,113.299,Kuala Lumpur,2.74558,101.71,2024,10,678900
Guangzhou,23.3924,113.299,Kuala Lumpur,2.74558,101.71,2025,10,678900
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2017,7,459900
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2018,8,525600
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2019,9,591300
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2020,8,525600
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2021,6,394200
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2022,8,525600
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2023,11,722700
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2024,9,591300
Kuala Lumpur,2.74558,101.71,Manila,14.5086,121.02,2025,9,591300
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2017,7,459900
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2018,8,525600
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2019,9,591300
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2020,8,525600
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2021,6,394200
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2022,8,525600
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2023,11,722700
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2024,9,591300
Manila,14.5086,121.02,Kuala Lumpur,2.74558,101.71,2025,9,591300
Kuala Lumpur,2.74558,101.71,Perth,-31.9403,115.967,2024,10,657000
Kuala Lumpur,2.74558,101.71,Perth,-31.9403,115.967,2025,8,525600
Perth,-31.9403,115.967,Kuala Lumpur,2.74558,101.71,2024,9,591300
Perth,-31.9403,115.967,Kuala Lumpur,2.74558,101.71,2025,7,459900
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2017,41,2693700
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2018,42,2759400
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2019,44,2890800
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2020,42,2759400
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2022,41,2693700
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2023,46,3022200
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2024,44,2890800
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2025,42,2759400
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2017,41,2693700
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2018,41,2693700
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2019,47,3087900
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2020,43,2825100
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2022,41,2693700
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2023,47,3087900
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2024,46,3022200
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2025,43,2825100
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2017,41,2693700
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2018,42,2759400
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2019,44,2890800
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2020,42,2759400
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2022,41,2693700
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2023,46,3022200
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2024,44,2890800
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2025,42,2759400
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2017,41,2693700
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2018,41,2693700
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2019,47,3087900
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2020,43,2825100
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2022,41,2693700
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2023,47,3087900
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2024,46,3022200
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2025,43,2825100
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2017,41,2693700
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2018,42,2759400
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2019,44,2890800
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2020,42,2759400
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2021,24,1576800
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2022,41,2693700
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2024,44,2890800
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2025,42,2759400
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2017,41,2693700
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2018,41,2693700
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2019,47,3087900
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2020,43,2825100
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2021,24,1576800
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2022,41,2693700
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2023,47,3087900
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2024,46,3022200
Kuala Lumpur,2.74558,101.71,Singapore,1.35019,103.994,2025,43,2825100
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2017,41,2693700
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2018,42,2759400
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2019,44,2890800
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2020,42,2759400
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2022,41,2693700
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2023,46,3022200
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2024,44,2890800
Singapore,1.35019,103.994,Kuala Lumpur,2.74558,101.71,2025,42,2759400
Kuala Lumpur,2.74558,101.71,Phuket,8.1132,98.3169,2017,9,591300
Kuala Lumpur,2.74558,101.71,Phuket,8.1132,98.3169,2018,11,722700
Kuala Lumpur,2.74558,101.71,Phuket,8.1132,98.3169,2019,12,788400
Kuala Lumpur,2.74558,101.71,Phuket,8.1132,98.3169,2020,10,657000
Kuala Lumpur,2.74558,101.71,Phuket,8.1132,98.3169,2022,9,591300
Kuala Lumpur,2.74558,101.71,Phuket,8.1132,98.3169,2023,10,657000
Kuala Lumpur,2.74558,101.71,Phuket,8.1132,98.3169,2024,10,657000
Kuala Lumpur,2.74558,101.71,Phuket,8.1132,98.3169,2025,11,722700
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2017,5,328500
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2018,5,328500
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2019,5,328500
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2020,5,328500
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2022,5,328500
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2023,4,262800
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2024,4,262800
Chennai,12.99,80.1693,Kuala Lumpur,2.74558,101.71,2025,4,262800
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2017,5,328500
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2018,5,328500
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2019,5,328500
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2020,5,328500
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2022,5,328500
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2023,4,262800
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2024,4,262800
Kuala Lumpur,2.74558,101.71,Chennai,12.99,80.1693,2025,4,262800
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2017,6,825630
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2018,7,963235
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2019,6,825630
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2020,5,688025
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2022,6,825630
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2023,5,688025
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2024,6,825630
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2025,6,825630
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2017,6,825630
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2018,7,963235
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2019,6,825630
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2020,5,688025
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2022,6,825630
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2023,5,688025
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2024,6,825630
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2025,6,825630
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2017,6,825630
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2018,7,963235
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2019,6,825630
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2020,5,688025
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2022,6,825630
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2023,5,688025
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2024,6,825630
Tiruchirappalli,10.7654,78.7097,Kuala Lumpur,2.74558,101.71,2025,6,825630
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2017,6,825630
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2018,7,963235
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2019,6,825630
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2020,5,688025
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2022,6,825630
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2023,5,688025
Kuala Lumpur,2.74558,101.71,Tiruchirappalli,10.7654,78.7097,2024,6,825630
